index_a,index_b,tag
2654,1655,partiel
2654,2395,partiel
2654,2574,partiel
2654,2598,partiel
2654,2631,partiel
2654,2930,partiel
2654,3092,partiel
2654,4012,partiel
2654,4240,partiel
2654,4355,partiel
2654,4460,partiel
2654,4563,partiel
2654,4742,exact
2654,4942,partiel
2654,5143,partiel
2654,5553,partiel
2654,5607,partiel
2654,5679,partiel
2654,5763,partiel
2654,5771,exact
2654,5812,partiel
2654,5879,partiel
2654,5933,exact
2654,5957,partiel
2654,6010,partiel
2654,6060,partiel
2654,6084,partiel
2654,6862,partiel
2654,6888,partiel
2654,7348,partiel
2654,7381,partiel
2654,7434,partiel
2654,7491,partiel
2654,7515,exact
2654,7545,partiel
2654,7565,partiel
2654,7589,partiel
2654,7844,partiel
2654,7953,partiel
2654,8090,partiel
2654,8329,partiel
2654,8394,exact
2654,8397,partiel
2654,8596,partiel
2654,8622,partiel
2654,8689,exact
2655,8107,partiel
2655,8675,partiel
2656,2624,exact
2656,4395,exact
2656,6715,partiel
2657,7885,partiel
2657,8278,partiel
2658,6636,exact
2659,4898,exact
2660,177,exact
2660,2626,exact
2662,5244,exact
2663,4444,exact
2663,7770,partiel
2665,2630,exact
2665,3844,exact
2665,4736,exact
2665,4970,partiel
2665,6919,partiel
2665,7891,partiel
2666,4585,exact
2667,3116,partiel
2668,394,exact
2669,1210,partiel
2669,1248,partiel
2669,1375,partiel
2669,1655,partiel
2669,2395,partiel
2669,2574,partiel
2669,2598,partiel
2669,2631,exact
2669,2930,partiel
2669,3092,partiel
2669,4012,partiel
2669,4240,partiel
2669,4355,partiel
2669,4460,partiel
2669,4563,partiel
2669,4742,partiel
2669,4942,partiel
2669,5143,partiel
2669,5411,exact
2669,5553,partiel
2669,5607,partiel
2669,5679,partiel
2669,5763,partiel
2669,5771,partiel
2669,5812,partiel
2669,5879,partiel
2669,5933,partiel
2669,5957,partiel
2669,6010,partiel
2669,6060,partiel
2669,6084,partiel
2669,6862,partiel
2669,6888,partiel
2669,7348,partiel
2669,7381,partiel
2669,7434,partiel
2669,7491,partiel
2669,7515,partiel
2669,7545,partiel
2669,7565,partiel
2669,7589,partiel
2669,7844,partiel
2669,7953,partiel
2669,8090,partiel
2669,8329,partiel
2669,8397,partiel
2669,8596,partiel
2669,8622,partiel
2670,543,exact
2671,627,partiel
2671,5052,partiel
2671,5699,partiel
2671,7206,exact
2671,7369,partiel
2672,3129,partiel
2673,2635,exact
2673,2763,exact
2673,6565,exact
2674,4156,partiel
2674,7623,partiel
2675,5345,exact
2676,4074,partiel
2676,4967,exact
2677,2640,exact
2677,3002,partiel
2677,5630,partiel
2677,5949,exact
2677,7993,partiel
2677,8114,partiel
2678,6766,exact
2679,3110,partiel
2680,4501,partiel
2680,5297,exact
2681,4130,partiel
2682,4496,partiel
2683,4459,exact
2684,5186,exact
2686,3314,partiel
2687,4148,partiel
2688,6780,exact
2690,1197,partiel
2690,2039,partiel
2690,2304,partiel
2690,2782,partiel
2690,3059,partiel
2690,3237,partiel
2690,3421,partiel
2690,3629,partiel
2690,4189,partiel
2690,4245,partiel
2690,4490,partiel
2690,5203,partiel
2690,5994,partiel
2690,6028,partiel
2690,6539,partiel
2690,6854,partiel
2690,7096,partiel
2690,7314,partiel
2690,7906,partiel
2690,8028,partiel
2690,8231,partiel
2690,8236,partiel
2690,8239,partiel
2690,8321,partiel
2690,8589,partiel
2691,7152,partiel
2691,7643,partiel
2691,8062,partiel
2692,5195,exact
2695,2133,partiel
2695,2655,exact
2695,5363,exact
2695,6176,exact
2696,2251,exact
2696,2656,exact
2696,4276,partiel
2696,6042,partiel
2696,6892,partiel
2696,7471,partiel
2697,3316,partiel
2698,4947,exact
2699,6469,exact
2700,5163,exact
2701,3113,partiel
2702,4691,partiel
2703,5402,exact
2704,3341,partiel
2705,3778,partiel
2705,4288,partiel
2706,2663,exact
2706,3656,partiel
2706,4274,partiel
2706,8511,partiel
2707,333,exact
2708,5628,exact
2708,6774,exact
2709,2669,exact
2709,3279,partiel
2710,3069,partiel
2710,5470,exact
2711,2680,partiel
2711,5219,partiel
2712,2675,exact
2712,4726,exact
2713,240,exact
2714,794,partiel
2714,1074,partiel
2714,1167,exact
2714,1189,partiel
2714,1200,partiel
2714,1711,partiel
2714,1746,partiel
2714,1764,partiel
2714,2092,partiel
2714,2265,partiel
2714,2677,exact
2714,2800,partiel
2714,4358,partiel
2714,4480,partiel
2714,4514,partiel
2714,4515,partiel
2714,4704,partiel
2714,4712,partiel
2714,4817,partiel
2714,4958,partiel
2714,4973,partiel
2714,5190,partiel
2714,5626,partiel
2714,5734,partiel
2714,5740,partiel
2714,5746,partiel
2714,5774,partiel
2714,5779,partiel
2714,5783,partiel
2714,5789,partiel
2714,5802,partiel
2714,5840,partiel
2714,5845,partiel
2714,5848,partiel
2714,5990,partiel
2714,6231,partiel
2714,6309,partiel
2714,6475,partiel
2714,6546,partiel
2714,6669,partiel
2714,6733,exact
2714,8376,partiel
2714,8407,partiel
2715,5180,exact
2716,6773,exact
2717,3345,partiel
2717,5435,exact
2717,6724,exact
2717,7127,exact
2720,376,exact
2721,6727,partiel
2722,1659,exact
2722,2686,exact
2722,4663,exact
2723,379,exact
2724,734,exact
2724,1210,partiel
2724,1248,partiel
2724,1375,partiel
2724,1655,partiel
2724,2395,partiel
2724,2574,partiel
2724,2598,partiel
2724,2631,partiel
2724,2930,partiel
2724,3092,partiel
2724,4012,partiel
2724,4240,partiel
2724,4355,partiel
2724,4460,partiel
2724,4563,partiel
2724,4742,exact
2724,4942,partiel
2724,5143,partiel
2724,5553,partiel
2724,5607,partiel
2724,5679,partiel
2724,5763,partiel
2724,5771,exact
2724,5812,partiel
2724,5879,partiel
2724,5933,exact
2724,5957,partiel
2724,6010,partiel
2724,6060,partiel
2724,6084,partiel
2724,6862,partiel
2724,6888,partiel
2724,7348,partiel
2724,7381,partiel
2724,7434,partiel
2724,7491,partiel
2724,7515,exact
2724,7545,partiel
2724,7565,partiel
2724,7589,partiel
2724,7844,partiel
2724,7953,partiel
2724,8090,partiel
2724,8329,partiel
2724,8394,exact
2724,8397,partiel
2724,8596,partiel
2724,8622,partiel
2724,8689,exact
2725,5112,exact
2726,4446,exact
2726,7343,partiel
2727,4403,partiel
2727,5045,exact
2727,7067,partiel
2728,3596,partiel
2728,4521,partiel
2728,6046,exact
2728,7144,partiel
2729,4649,exact
2730,4144,partiel
2731,5318,partiel
2732,461,partiel
2733,4698,exact
2734,4009,partiel
2735,2697,exact
2735,3956,partiel
2736,526,partiel
2736,2699,exact
2737,4902,exact
2739,4269,partiel
2740,4908,exact
2744,4409,partiel
2745,2327,partiel
2745,2714,exact
2745,3503,partiel
2745,3877,partiel
2745,4293,partiel
2745,5444,partiel
2745,5640,exact
2745,7096,partiel
2745,7914,partiel
2745,7987,partiel
2745,8281,partiel
2745,8308,partiel
2745,8330,partiel
2746,6672,exact
2747,1070,exact
2747,3171,partiel
2747,5031,partiel
2747,6988,partiel
2748,5260,exact
2748,6177,exact
2748,7602,partiel
2749,6649,exact
2750,2715,exact
2750,6543,exact
2752,5055,exact
2753,690,partiel
2754,3218,partiel
2755,3203,partiel
2756,3933,partiel
2757,4914,exact
2758,3364,partiel
2758,6662,exact
2759,2312,partiel
2759,2721,exact
2759,2729,exact
2759,2854,exact
2759,2877,exact
2759,3865,exact
2759,4188,partiel
2759,6013,exact
2759,6589,exact
2759,7143,exact
2759,7192,exact
2759,7386,exact
2759,8077,partiel
2759,8082,partiel
2759,8158,partiel
2759,8277,partiel
2760,4635,exact
2761,5005,exact
2764,1358,exact
2764,5498,exact
2764,5992,exact
2764,6728,exact
2764,7372,partiel
2765,6050,exact
2766,2312,partiel
2766,2721,exact
2766,2729,exact
2766,2854,exact
2766,2877,exact
2766,3865,exact
2766,4188,partiel
2766,6013,exact
2766,6589,exact
2766,7143,exact
2766,7192,exact
2766,7386,exact
2766,8077,partiel
2766,8082,partiel
2766,8158,partiel
2766,8277,partiel
2767,1334,exact
2767,1606,exact
2767,2197,partiel
2767,2732,exact
2767,3665,exact
2767,3818,exact
2767,3872,partiel
2767,4199,partiel
2767,4205,partiel
2767,4216,partiel
2767,4791,exact
2767,5431,exact
2767,5608,partiel
2767,5687,exact
2767,6068,exact
2767,6479,exact
2767,6831,partiel
2767,6995,partiel
2767,7059,partiel
2767,7196,exact
2767,7296,partiel
2767,7321,partiel
2767,7334,partiel
2767,7358,partiel
2767,7444,partiel
2767,7460,partiel
2767,7489,partiel
2767,7532,partiel
2767,7766,partiel
2767,7773,partiel
2767,7823,partiel
2767,7861,partiel
2767,7902,partiel
2767,7917,partiel
2767,8006,partiel
2767,8058,partiel
2767,8088,partiel
2767,8206,partiel
2767,8256,partiel
2767,8316,partiel
2767,8348,partiel
2767,8532,exact
2768,3095,partiel
2768,6071,exact
2768,6788,exact
2768,7660,partiel
2769,1830,partiel
2769,2733,exact
2769,6629,exact
2770,2734,exact
2771,147,exact
2771,1501,partiel
2771,2844,exact
2771,2865,exact
2771,3475,partiel
2771,4866,partiel
2771,5210,partiel
2771,7309,partiel
2771,7828,partiel
2771,7976,partiel
2771,8211,partiel
2771,8216,partiel
2771,8262,partiel
2771,8302,partiel
2772,4463,exact
2773,4389,exact
2774,635,partiel
2774,5076,exact
2775,5944,exact
2776,1258,partiel
2776,3453,partiel
2776,4138,partiel
2776,5389,exact
2776,7160,partiel
2776,8001,partiel
2777,4361,exact
2777,4805,partiel
2777,6233,partiel
2778,4907,exact
2779,6767,exact
2780,5317,exact
2781,5375,exact
2783,3787,exact
2783,5214,exact
2784,1768,exact
2784,2750,exact
2785,3333,partiel
2786,326,partiel
2786,4548,exact
2786,8361,partiel
2787,5509,partiel
2787,6447,partiel
2788,5051,exact
2789,6595,exact
2790,2756,exact
2791,2758,exact
2791,3397,partiel
2791,4095,partiel
2792,335,partiel
2792,3514,exact
2792,8148,partiel
2793,4728,partiel
2794,2210,exact
2794,2762,exact
2794,5737,exact
2794,8097,partiel
2795,3074,exact
2796,923,partiel
2796,1652,exact
2796,2766,exact
2796,4197,partiel
2796,5667,exact
2796,5916,exact
2796,6536,partiel
2797,5340,exact
2798,5062,exact
2799,6757,partiel
2800,4930,exact
2801,4511,partiel
2802,892,partiel
2802,1353,exact
2802,2094,exact
2802,2771,exact
2802,2858,exact
2802,3469,partiel
2802,4352,exact
2802,6064,exact
2803,5014,exact
2804,4790,partiel
2805,7024,partiel
2806,1118,exact
2806,2773,exact
2806,2831,partiel
2806,3640,partiel
2806,8033,partiel
2807,4246,partiel
2807,5563,exact
2807,5911,exact
2808,149,exact
2808,801,exact
2808,7220,exact
2809,4652,partiel
2810,5703,exact
2810,6288,partiel
2810,8301,partiel
2812,2776,exact
2812,3650,partiel
2812,4402,partiel
2813,2777,exact
2813,5983,exact
2814,5145,exact
2815,4727,exact
2816,5249,exact
2817,4067,partiel
2817,7275,exact
2818,550,exact
2818,4220,exact
2819,6611,exact
2820,2781,exact
2820,6011,exact
2822,4570,exact
2823,6053,exact
2824,654,exact
2824,2304,exact
2824,4403,exact
2824,4952,exact
2824,5087,exact
2825,4175,partiel
2825,4820,partiel
2825,5336,partiel
2826,1652,partiel
2826,2766,partiel
2826,5667,partiel
2826,5916,partiel
2826,6536,exact
2827,3988,exact
2828,2962,partiel
2828,3657,partiel
2828,6716,partiel
2828,6736,exact
2829,4637,exact
2829,5581,exact
2830,2794,exact
2831,6624,exact
2832,2796,exact
2832,4809,exact
2833,8429,exact
2834,3157,partiel
2835,1070,exact
2835,3171,partiel
2835,5031,partiel
2835,6988,partiel
2836,794,partiel
2836,1074,partiel
2836,1189,partiel
2836,1200,partiel
2836,1711,partiel
2836,1746,partiel
2836,1764,partiel
2836,2092,partiel
2836,2265,partiel
2836,2677,partiel
2836,2800,exact
2836,4358,partiel
2836,4480,partiel
2836,4514,exact
2836,4515,partiel
2836,4704,partiel
2836,4712,partiel
2836,4817,partiel
2836,4958,partiel
2836,4973,partiel
2836,5190,partiel
2836,5626,partiel
2836,5734,partiel
2836,5740,partiel
2836,5746,partiel
2836,5774,partiel
2836,5779,partiel
2836,5783,partiel
2836,5789,partiel
2836,5802,partiel
2836,5840,partiel
2836,5845,partiel
2836,5848,partiel
2836,5990,partiel
2836,6231,partiel
2836,6309,partiel
2836,6475,partiel
2836,6546,partiel
2836,6669,partiel
2836,6733,partiel
2836,8376,partiel
2836,8407,partiel
2837,8355,exact
2838,4418,exact
2839,5164,exact
2840,4887,exact
2841,2147,exact
2841,3146,partiel
2841,5338,exact
2841,5464,exact
2841,6924,partiel
2841,7557,partiel
2841,8005,partiel
2841,8222,partiel
2841,8241,partiel
2842,2807,exact
2842,6922,partiel
2842,7920,partiel
2842,8105,partiel
2842,8169,partiel
2842,8237,partiel
2843,4354,exact
2844,5100,exact
2845,2809,exact
2845,3098,partiel
2845,4596,exact
2846,6720,exact
2846,7597,partiel
2847,2996,partiel
2847,3672,partiel
2847,5549,partiel
2847,5964,partiel
2847,6702,exact
2847,6944,partiel
2847,6994,partiel
2847,7373,partiel
2847,7405,partiel
2847,7500,partiel
2847,7582,partiel
2847,8079,partiel
2847,8136,partiel
2847,8217,partiel
2847,8313,partiel
2847,8467,exact
2848,2812,exact
2848,4589,exact
2849,4655,exact
2850,4846,exact
2851,2039,partiel
2851,3079,partiel
2851,3225,partiel
2851,3977,partiel
2851,4087,partiel
2851,6203,partiel
2852,2814,exact
2852,3101,partiel
2852,5621,exact
2854,4486,exact
2855,2816,exact
2855,2839,exact
2855,3960,partiel
2855,4639,partiel
2855,4801,exact
2855,7479,partiel
2855,8247,partiel
2855,8294,partiel
2856,2820,exact
2856,3998,partiel
2857,2822,exact
2857,3188,partiel
2857,3322,partiel
2857,3952,partiel
2857,6201,partiel
2858,2822,exact
2858,3188,partiel
2858,3322,partiel
2858,3952,partiel
2858,6201,partiel
2859,3347,partiel
2860,6139,partiel
2861,2391,exact
2861,2826,exact
2861,2967,partiel
2861,3473,partiel
2861,5158,exact
2861,6027,exact
2861,6912,partiel
2861,7178,partiel
2861,7301,partiel
2861,7866,partiel
2861,7872,partiel
2861,8032,partiel
2861,8298,partiel
2862,406,partiel
2862,1100,partiel
2862,3550,partiel
2862,5507,exact
2862,6105,partiel
2862,6410,exact
2862,6914,partiel
2862,8195,partiel
2862,8461,exact
2862,8667,partiel
2863,2827,exact
2863,5954,exact
2863,6835,partiel
2863,7504,partiel
2864,1334,exact
2864,1606,exact
2864,2197,partiel
2864,2732,exact
2864,3665,exact
2864,3818,exact
2864,3872,partiel
2864,4199,partiel
2864,4205,partiel
2864,4216,partiel
2864,4791,exact
2864,5431,exact
2864,5608,partiel
2864,5687,exact
2864,6068,exact
2864,6479,exact
2864,6831,partiel
2864,6995,partiel
2864,7059,partiel
2864,7196,exact
2864,7296,partiel
2864,7321,partiel
2864,7334,partiel
2864,7358,partiel
2864,7444,partiel
2864,7460,partiel
2864,7489,partiel
2864,7532,partiel
2864,7766,partiel
2864,7773,partiel
2864,7823,partiel
2864,7861,partiel
2864,7902,partiel
2864,7917,partiel
2864,8006,partiel
2864,8058,partiel
2864,8088,partiel
2864,8206,partiel
2864,8256,partiel
2864,8316,partiel
2864,8348,partiel
2864,8532,exact
2865,1503,exact
2865,3412,exact
2865,5889,exact
2865,6111,partiel
2865,7821,partiel
2865,7899,partiel
2865,8080,partiel
2865,8177,partiel
2865,8462,exact
2865,8583,partiel
2866,121,partiel
2867,1367,exact
2867,2828,exact
2868,2046,exact
2868,2047,partiel
2868,3220,partiel
2868,8055,partiel
2869,7505,partiel
2869,8266,partiel
2870,2079,exact
2870,7900,partiel
2871,720,exact
2871,1424,partiel
2871,1752,exact
2871,7330,partiel
2871,8258,partiel
2872,2721,exact
2872,2729,exact
2872,2854,exact
2872,3865,exact
2872,6013,exact
2872,6589,exact
2872,7143,exact
2872,7192,exact
2872,7386,exact
2872,8135,partiel
2873,1252,partiel
2873,3452,exact
2873,7835,partiel
2874,88,partiel
2874,3051,partiel
2874,6905,partiel
2874,7308,partiel
2875,903,exact
2876,5035,exact
2876,7058,partiel
2876,7975,partiel
2877,4946,partiel
2877,6012,exact
2877,7826,partiel
2878,5081,partiel
2878,6061,partiel
2878,6173,partiel
2878,6380,exact
2878,7827,partiel
2878,7921,partiel
2878,8299,partiel
2879,7480,partiel
2880,1367,exact
2880,2828,exact
2881,413,partiel
2882,5282,exact
2882,5456,exact
2882,6003,exact
2882,7211,exact
2882,7409,partiel
2883,35,partiel
2883,36,partiel
2883,82,partiel
2883,90,partiel
2883,110,partiel
2883,3816,exact
2883,6460,partiel
2884,1367,exact
2884,2828,exact
2885,8181,partiel
2886,535,exact
2886,5555,exact
2887,2837,exact
2887,5805,partiel
2887,6081,partiel
2887,7137,partiel
2887,7574,partiel
2887,8491,partiel
2888,2838,exact
2888,3318,partiel
2888,4439,partiel
2888,5430,partiel
2888,5888,partiel
2888,6901,partiel
2888,8106,partiel
2889,1,partiel
2889,3571,exact
2889,3805,exact
2890,2816,exact
2890,2839,exact
2890,3960,partiel
2890,4639,partiel
2890,4801,exact
2890,7479,partiel
2890,8247,partiel
2890,8294,partiel
2891,6819,partiel
2892,1210,partiel
2892,1248,partiel
2892,1375,partiel
2892,1655,partiel
2892,2395,partiel
2892,2574,partiel
2892,2598,partiel
2892,2631,partiel
2892,2930,partiel
2892,3092,partiel
2892,4012,partiel
2892,4240,partiel
2892,4355,partiel
2892,4460,partiel
2892,4563,partiel
2892,4742,partiel
2892,4942,partiel
2892,5143,partiel
2892,5553,partiel
2892,5607,partiel
2892,5679,partiel
2892,5763,partiel
2892,5771,partiel
2892,5812,partiel
2892,5879,partiel
2892,5933,partiel
2892,5957,partiel
2892,6010,partiel
2892,6060,partiel
2892,6084,partiel
2892,6862,partiel
2892,6888,partiel
2892,7348,partiel
2892,7381,partiel
2892,7434,partiel
2892,7491,partiel
2892,7515,partiel
2892,7545,partiel
2892,7565,partiel
2892,7589,partiel
2892,7844,partiel
2892,7953,partiel
2892,8090,partiel
2892,8329,partiel
2892,8397,partiel
2892,8596,partiel
2892,8622,partiel
2894,741,partiel
2894,1203,exact
2894,2842,exact
2894,3386,partiel
2894,4022,partiel
2894,5577,exact
2894,7140,partiel
2894,8046,partiel
2894,8099,partiel
2894,8437,partiel
2895,2610,partiel
2895,2843,exact
2895,3833,exact
2895,6114,partiel
2895,6828,partiel
2895,6899,exact
2895,8154,partiel
2896,163,partiel
2896,2438,partiel
2896,2573,exact
2896,2845,exact
2896,3284,exact
2896,4709,exact
2896,7217,partiel
2896,8083,partiel
2896,8159,partiel
2896,8172,partiel
2898,3876,partiel
2898,6418,partiel
2898,6845,partiel
2898,8120,partiel
2898,8337,partiel
2898,8564,partiel
2899,678,exact
2899,1470,partiel
2899,2851,exact
2899,3179,exact
2899,3366,exact
2899,3668,exact
2899,5459,exact
2899,6356,exact
2899,8038,partiel
2899,8109,partiel
2899,8163,partiel
2900,1235,partiel
2900,1259,partiel
2900,2488,exact
2900,2853,exact
2900,3836,exact
2900,5415,partiel
2900,5453,exact
2900,5486,exact
2900,6034,exact
2900,6385,exact
2900,7078,partiel
2900,7119,partiel
2900,7539,partiel
2900,7612,partiel
2900,7761,partiel
2900,7839,partiel
2900,8040,partiel
2900,8174,partiel
2901,1812,partiel
2901,2575,partiel
2901,7303,partiel
2901,7685,partiel
2901,8243,partiel
2902,6824,partiel
2902,8128,partiel
2902,8259,partiel
2903,2312,partiel
2903,2721,exact
2903,2729,exact
2903,2854,exact
2903,2877,exact
2903,3865,exact
2903,4188,partiel
2903,6013,exact
2903,6589,exact
2903,7143,exact
2903,7192,exact
2903,7386,exact
2903,8077,partiel
2903,8082,partiel
2903,8158,partiel
2903,8277,partiel
2904,1996,exact
2904,2855,exact
2904,3320,partiel
2904,3622,partiel
2904,6118,partiel
2904,6898,partiel
2904,7218,exact
2904,7374,partiel
2904,7587,partiel
2904,8132,partiel
2904,8175,partiel
2904,8209,partiel
2904,8295,partiel
2905,539,exact
2906,2350,exact
2906,2910,partiel
2906,3013,partiel
2906,5510,exact
2906,7018,partiel
2906,7546,partiel
2906,7923,partiel
2907,1615,exact
2907,5842,partiel
2907,6020,exact
2907,6415,exact
2907,6815,partiel
2907,7577,partiel
2907,8451,exact
2908,5,partiel
2908,2767,exact
2908,3757,partiel
2908,3875,exact
2909,5956,exact
2909,6255,exact
2909,6273,exact
2909,6813,partiel
2910,1496,exact
2910,2031,exact
2910,2862,exact
2910,3496,partiel
2910,7490,partiel
2910,8059,partiel
2911,918,partiel
2911,2556,exact
2911,4303,partiel
2911,7869,partiel
2912,1367,exact
2912,2828,exact
2913,51,partiel
2914,1576,exact
2914,1945,exact
2914,3301,partiel
2914,3487,exact
2914,6926,partiel
2914,7424,partiel
2914,8201,partiel
2914,8460,exact
2915,147,exact
2915,2844,exact
2915,2865,exact
2916,701,exact
2916,4989,exact
2916,5761,exact
2916,7593,partiel
2917,2866,exact
2917,3506,partiel
2917,3827,partiel
2917,5282,partiel
2917,5456,partiel
2917,6003,partiel
2917,7211,partiel
2917,7829,partiel
2917,7845,partiel
2917,7859,partiel
2917,8063,partiel
2917,8219,partiel
2917,8287,partiel
2918,6820,partiel
2918,7439,partiel
2919,5858,exact
2919,6204,exact
2919,7951,partiel
2919,8304,partiel
2919,8456,partiel
2920,2870,exact
2920,7306,partiel
2921,2721,exact
2921,2729,exact
2921,2854,exact
2921,2877,exact
2921,3865,exact
2921,6013,exact
2921,6589,exact
2921,7143,exact
2921,7192,exact
2921,7349,partiel
2921,7386,exact
2921,8391,partiel
2922,2147,exact
2922,3146,partiel
2922,5338,exact
2922,5464,exact
2922,6924,partiel
2922,7557,partiel
2922,8005,partiel
2922,8222,partiel
2922,8241,partiel
2923,3408,partiel
2923,8202,partiel
2924,403,exact
2924,7795,exact
2924,8728,exact
2925,1633,exact
2925,2722,partiel
2925,2973,exact
2925,5991,exact
2926,3457,partiel
2926,8265,partiel
2927,3569,partiel
2927,4162,partiel
2927,4310,partiel
